Marke,Modell,Baujahr,Getriebe,Kilometerstand,Kraftstoffart,Verbrauch (l/100km),Motorgröße (l),Alter
2,61,2013,2,60441,1,4.16,1.0,10
2,60,2015,2,29304,1,3.58,1.0,8
2,93,2017,2,10967,1,4.08,1.2,6
2,60,2013,2,23499,1,4.33,1.2,10
2,60,2017,2,30881,1,4.33,1.2,6
2,61,2017,2,37009,1,4.58,1.5,6
2,60,2013,2,28176,1,4.33,1.2,10
2,61,2018,2,28498,2,3.17,1.5,5
2,60,2017,2,12853,1,3.58,1.0,6
2,61,2017,2,71049,2,3.17,1.5,6
2,99,2017,2,56185,2,3.91,2.0,6
2,61,2017,2,42285,1,5.67,2.0,6
2,93,2018,2,24275,1,4.08,1.2,5
2,60,2017,2,16574,1,3.66,1.1,6
2,61,2019,2,10853,1,3.91,1.0,4
2,61,2019,2,5149,1,3.99,1.0,4
2,99,2015,2,85134,2,3.91,2.0,8
2,60,2014,2,65649,1,3.58,1.0,9
2,60,2016,2,39921,1,3.58,1.0,7
2,61,2018,2,16272,1,4.08,1.0,5
2,61,2016,2,20979,1,5.67,2.0,7
2,110,2018,0,13679,1,6.32,1.5,5
2,60,2018,2,28198,1,3.99,1.0,5
2,61,2017,2,25749,1,3.83,1.0,6
2,61,2018,2,22377,1,4.08,1.0,5
2,60,2017,2,14936,1,4.33,1.2,6
2,60,2019,1,15757,1,4.83,1.0,4
2,99,2019,2,2600,2,6.16,2.0,4
2,99,2017,2,38637,2,4.33,2.0,6
2,60,2018,2,43444,1,3.66,1.1,5
2,99,2016,0,26138,1,6.16,1.5,7
2,60,2017,1,41646,1,4.08,1.0,6
2,60,2018,2,37141,1,3.58,1.0,5
2,110,2019,2,35,2,3.58,2.0,4
2,34,2018,1,8117,2,3.99,2.0,5
2,60,2019,2,4620,1,4.83,1.1,4
2,61,2019,2,7781,1,3.91,1.0,4
2,61,2019,2,243,1,3.91,1.0,4
2,99,2018,2,43984,2,3.66,1.5,5
2,60,2015,2,59722,1,4.33,1.2,8
2,60,2019,2,3303,1,3.91,1.0,4
2,99,2014,2,63121,2,4.41,2.0,9
2,99,2018,0,27603,1,7.59,1.5,5
2,34,2017,2,16684,2,3.41,1.5,6
2,34,2017,2,10444,1,5.33,1.6,6
2,60,2018,2,22978,1,3.58,1.0,5
2,60,2018,2,15465,1,3.58,1.0,5
2,93,2018,2,7837,1,4.33,1.2,5
2,61,2019,2,8025,1,3.91,1.0,4
2,61,2016,2,41855,2,3.5,2.0,7
2,55,2017,2,30775,1,5.25,1.5,6
2,93,2017,2,25464,1,4.08,1.2,6
2,93,2018,2,20045,1,4.91,1.2,5
2,55,2017,2,50029,1,4.41,1.0,6
2,61,2018,2,52046,2,3.17,1.5,5
2,61,2018,2,38904,2,3.17,1.5,5
2,55,2018,2,27556,1,4.33,1.0,5
2,60,2017,2,6126,1,4.33,1.2,6
2,55,2015,2,48880,1,5.25,1.5,8
2,93,2018,2,12649,1,4.08,1.2,5
2,60,2018,2,19873,1,3.58,1.0,5
2,99,2019,2,6751,2,4.33,1.5,4
2,61,2014,2,64623,1,3.91,1.0,9
2,60,2019,2,10434,1,3.91,1.0,4
2,61,2014,2,77988,1,3.99,1.0,9
2,61,2018,2,31864,1,5.67,2.0,5
2,93,2017,2,8658,1,4.08,1.2,6
2,56,2017,2,19056,2,4.83,2.0,6
2,60,2018,2,10294,1,4.16,1.0,5
2,60,2013,2,45722,2,3.08,1.5,10
2,61,2018,2,29380,1,3.83,1.0,5
2,60,2016,2,24130,1,3.58,1.0,7
2,61,2019,2,20828,2,3.17,1.5,4
2,55,2016,2,38493,2,3.66,1.5,7
2,61,2020,2,648,1,3.91,1.0,3
2,77,2017,2,34904,2,3.83,2.0,6
2,60,2015,2,33678,1,3.58,1.0,8
2,61,2018,2,33144,2,3.17,1.5,5
2,61,2014,2,109987,2,3.5,1.6,9
2,60,2016,2,48529,1,3.58,1.0,7
2,60,2017,1,18373,1,4.33,1.0,6
2,61,2018,2,78704,2,3.5,2.0,5
2,93,2017,2,14315,1,4.08,1.2,6
2,60,2017,2,12826,1,3.58,1.0,6
2,93,2018,2,12636,1,4.08,1.2,5
2,34,2017,2,113666,1,4.25,1.0,6
2,99,2017,0,16281,1,6.16,1.5,6
2,61,2017,2,70131,2,3.17,1.5,6
2,93,2018,2,35392,1,4.08,1.2,5
2,60,2018,2,9982,1,3.99,1.0,5
2,60,2018,2,19529,1,3.58,1.0,5
2,60,2013,2,72721,1,3.58,1.0,10
2,55,2018,1,28100,1,4.83,1.0,5
2,61,2016,2,74090,2,3.17,1.5,7
2,61,2016,2,71034,2,3.17,1.5,7
2,60,2019,2,3862,1,4.83,1.1,4
2,60,2019,2,9256,1,3.99,1.0,4
2,61,2019,0,15457,2,3.17,1.5,4
2,60,2019,2,3711,1,4.83,1.1,4
2,61,2019,0,4750,1,4.58,1.0,4
2,34,2017,2,36713,2,3.41,1.5,6
2,60,2013,2,61381,1,3.58,1.0,10
2,60,2016,2,30099,1,3.58,1.0,7
2,61,2017,2,40635,2,3.17,1.5,6
2,60,2013,2,51391,2,3.0,1.6,10
2,61,2019,0,5500,2,4.33,1.5,4
2,61,2019,0,2742,1,5.75,1.5,4
2,117,2020,2,4100,1,4.67,1.0,3
2,99,2016,0,21209,1,6.16,1.5,7
2,60,2016,2,29772,1,4.33,1.2,7
2,34,2013,2,87190,2,3.75,1.6,10
2,99,2018,1,64085,2,4.33,2.0,5
2,77,2016,0,44371,2,3.99,1.5,7
2,60,2018,2,36131,1,4.16,1.0,5
2,60,2020,2,795,1,4.41,1.0,3
2,117,2020,2,2019,1,4.67,1.0,3
2,99,2019,1,17881,2,6.32,2.0,4
2,60,2018,2,24222,2,4.25,1.5,5
2,61,2017,2,24326,1,5.67,2.0,6
2,60,2015,1,19312,1,4.91,1.6,8
2,60,2017,2,35088,1,3.75,1.0,6
2,99,2017,2,33796,2,3.91,2.0,6
2,99,2017,1,56721,2,4.33,2.0,6
2,60,2013,2,119915,2,3.08,1.5,10
2,60,2017,2,36795,1,3.66,1.1,6
2,61,2019,2,21589,1,3.91,1.0,4
2,60,2016,2,112333,2,2.66,1.5,7
2,61,2018,2,44247,1,3.91,1.0,5
2,60,2018,2,19793,1,4.25,1.1,5
2,60,2019,2,33781,1,4.25,1.1,4
2,60,2015,2,97868,1,3.58,1.0,8
2,60,2014,2,40233,1,4.33,1.2,9
2,61,2017,2,21853,2,3.17,1.5,6
2,99,2019,2,6453,1,6.84,1.5,4
2,93,2018,2,27173,1,4.08,1.2,5
2,60,2015,2,95361,2,2.66,1.5,8
2,93,2018,2,10874,1,4.08,1.2,5
2,92,2015,2,42378,1,4.08,1.2,8
2,55,2019,2,21684,1,4.58,1.0,4
2,30,2016,2,32178,1,4.25,1.0,7
2,60,2016,2,25211,1,3.75,1.0,7
2,99,2019,2,3867,2,5.16,1.5,4
2,99,2019,2,11326,1,6.84,1.5,4
2,93,2016,2,45093,1,4.08,1.2,7
2,60,2019,2,34314,1,5.84,1.5,4
2,34,2016,1,32573,2,3.5,1.5,7
2,60,2014,2,35928,1,4.33,1.2,9
2,55,2016,1,26441,1,5.25,1.5,7
2,61,2013,2,62019,2,3.5,1.6,10
2,61,2014,2,74097,1,3.91,1.0,9
2,61,2019,2,13191,1,4.74,1.0,4
2,60,2015,2,32186,1,3.58,1.0,8
2,60,2017,2,17702,1,4.33,1.2,6
2,60,2017,2,37462,1,3.58,1.0,6
2,61,2016,2,63435,2,3.17,1.5,7
2,34,2016,2,65189,2,3.41,1.5,7
2,93,2017,2,14920,1,4.08,1.2,6
2,34,2016,2,39604,2,3.41,1.5,7
2,61,2018,2,27809,2,3.5,2.0,5
2,99,2016,2,28950,2,3.91,2.0,7
2,93,2017,2,39271,1,4.08,1.2,6
2,99,2018,2,88180,2,4.33,2.0,5
2,93,2017,2,14484,1,4.08,1.2,6
2,61,2016,2,41297,1,4.58,1.5,7
2,55,2017,2,73635,2,3.66,1.5,6
2,99,2015,2,56943,2,3.91,2.0,8
2,135,2016,1,90681,2,4.5,2.0,7
2,93,2017,2,11265,1,4.08,1.2,6
2,55,2018,2,22290,1,4.33,1.0,5
2,60,2013,2,74074,1,4.33,1.2,10
2,61,2019,2,2574,1,4.74,1.0,4
2,61,2017,2,31100,2,3.17,1.5,6
2,61,2017,2,43099,1,3.91,1.0,6
2,60,2019,2,33210,1,4.25,1.1,4
2,99,2017,1,45529,2,4.33,2.0,6
2,61,2017,2,67830,1,3.91,1.0,6
2,61,2017,2,36414,2,3.17,1.5,6
2,60,2018,2,59547,1,3.99,1.0,5
2,61,2018,2,27168,1,5.67,2.0,5
2,60,2016,2,45325,1,3.58,1.0,7
2,60,2016,2,98111,2,2.66,1.5,7
2,56,2017,0,54035,2,4.83,2.0,6
2,61,2019,2,6780,1,3.91,1.0,4
2,61,2019,2,6897,1,3.91,1.0,4
2,99,2017,2,46039,2,4.33,2.0,6
2,61,2019,2,7148,1,3.99,1.0,4
2,61,2014,2,54719,1,3.99,1.0,9
2,111,2017,1,42570,1,10.01,5.0,6
2,61,2015,1,52153,1,5.25,1.6,8
2,60,2017,2,32830,1,3.58,1.0,6
2,99,2014,2,75091,2,3.91,2.0,9
2,60,2018,2,16996,1,4.16,1.0,5
2,162,2016,2,80326,2,5.57,2.2,7
2,99,2017,2,63002,2,3.66,1.5,6
2,60,2017,2,40589,2,2.75,1.5,6
2,60,2013,2,70006,2,3.08,1.5,10
2,61,2017,2,12523,1,5.67,2.0,6
2,60,2014,1,54395,1,4.91,1.6,9
2,60,2014,2,65015,1,4.33,1.2,9
2,78,2017,2,23819,2,3.66,1.5,6
2,61,2018,2,18438,1,3.91,1.0,5
2,93,2017,2,31618,1,4.08,1.2,6
2,61,2017,2,30414,1,3.91,1.0,6
2,61,2019,2,14057,1,3.91,1.0,4
2,99,2019,2,10993,2,4.33,1.5,4
2,60,2016,2,35539,1,3.75,1.0,7
2,61,2019,2,20316,1,3.99,1.0,4
2,61,2019,2,18357,2,2.91,1.5,4
2,61,2018,2,48875,1,3.99,1.0,5
2,99,2017,2,22686,2,3.91,2.0,6
2,92,2013,2,56326,1,4.08,1.2,10
2,60,2019,2,243,1,4.83,1.1,4
2,60,2019,2,1544,1,4.83,1.1,4
2,61,2018,2,32423,1,5.67,2.0,5
2,78,2019,2,24618,2,3.83,1.5,4
2,60,2014,2,61394,1,4.33,1.2,9
2,61,2017,0,43452,1,5.08,1.5,6
2,55,2017,2,20556,1,4.5,1.0,6
2,60,2018,2,41831,1,3.75,1.0,5
2,60,2018,2,33953,1,3.58,1.0,5
2,60,2019,2,6438,1,3.91,1.0,4
2,60,2019,2,2751,1,3.91,1.0,4
2,61,2018,2,24254,1,4.08,1.0,5
2,60,2018,2,18998,1,3.75,1.0,5
2,93,2019,2,5286,1,4.91,1.2,4
2,93,2019,2,3143,1,4.91,1.2,4
2,60,2016,2,22591,1,3.58,1.0,7
2,61,2013,2,122440,2,3.5,1.6,10
2,61,2018,2,38202,1,3.91,1.0,5
2,61,2019,2,11407,1,3.91,1.0,4
2,61,2019,2,17792,1,3.99,1.0,4
2,61,2019,2,13898,1,3.99,1.0,4
2,61,2019,2,12234,1,3.91,1.0,4
2,61,2019,2,14500,1,3.91,1.0,4
2,60,2018,2,18446,1,3.58,1.0,5
2,99,2019,0,38295,2,4.91,2.0,4
2,99,2019,2,13017,2,4.91,2.0,4
2,61,2019,2,6756,1,3.91,1.0,4
2,110,2019,0,10264,2,4.74,2.0,4
2,61,2018,2,38252,2,3.17,1.5,5
2,61,2018,2,35185,1,5.67,2.0,5
2,60,2018,2,18895,1,3.58,1.0,5
2,93,2018,2,17208,1,4.08,1.2,5
2,60,2018,2,12699,1,3.58,1.0,5
2,99,2018,2,27014,2,3.91,2.0,5
2,61,2017,2,34859,2,3.5,2.0,6
2,60,2018,1,9771,1,4.83,1.0,5
2,77,2019,2,24296,2,4.16,1.5,4
2,55,2019,2,13841,1,4.41,1.0,4
2,60,2018,2,9380,1,3.99,1.0,5
2,60,2019,2,5354,1,4.83,1.1,4
2,60,2016,2,86967,2,2.66,1.5,7
2,61,2016,2,54056,2,3.17,1.5,7
2,60,2018,2,9171,1,3.99,1.0,5
2,61,2018,2,36575,1,5.67,2.0,5
2,61,2019,2,17567,2,3.17,1.5,4
2,99,2019,2,23789,2,4.91,2.0,4
2,61,2019,2,11538,1,3.91,1.0,4
2,61,2019,2,10526,1,3.91,1.0,4
2,60,2019,2,16329,1,3.99,1.0,4
2,60,2019,2,11257,1,3.99,1.0,4
2,60,2019,0,7195,1,4.83,1.0,4
2,99,2017,2,18415,2,3.66,1.5,6
2,60,2017,2,27661,1,3.75,1.0,6
2,99,2017,2,61349,2,3.91,2.0,6
2,60,2017,2,21243,1,3.58,1.0,6
2,61,2018,2,20116,1,3.91,1.0,5
2,61,2018,2,18185,1,3.91,1.0,5
2,99,2017,2,10330,1,5.16,1.5,6
2,135,2017,2,81542,2,4.16,2.0,6
2,55,2018,2,20063,1,4.33,1.0,5
2,99,2017,2,42246,2,3.66,1.5,6
2,60,2019,2,3244,1,4.83,1.1,4
2,61,2017,2,50832,2,3.17,1.5,6
2,60,2019,2,8048,1,3.91,1.0,4
2,93,2019,2,2544,1,4.91,1.2,4
2,61,2018,2,14799,1,5.67,2.0,5
2,60,2015,2,45652,1,3.58,1.0,8
2,61,2017,2,11476,1,5.67,2.0,6
2,60,2016,2,36728,1,4.33,1.2,7
2,55,2018,2,13146,1,4.41,1.0,5
2,61,2019,2,2172,1,3.91,1.0,4
2,60,2019,2,4221,1,4.83,1.1,4
2,61,2019,2,5669,1,3.91,1.0,4
2,61,2019,2,13629,1,3.91,1.0,4
2,60,2019,2,4156,1,4.83,1.1,4
2,61,2019,2,8048,1,3.91,1.0,4
2,61,2019,2,5285,1,3.91,1.0,4
2,93,2017,2,7320,1,4.08,1.2,6
2,60,2014,2,59362,1,3.58,1.0,9
2,55,2019,2,9372,1,4.58,1.0,4
2,61,2018,2,24626,1,3.91,1.0,5
2,99,2017,1,31987,2,4.33,2.0,6
2,60,2017,2,31551,1,3.58,1.0,6
2,60,2018,2,6479,1,3.58,1.0,5
2,60,2019,2,12943,1,3.99,1.0,4
2,60,2019,2,6640,1,3.99,1.0,4
2,55,2019,2,12417,1,4.33,1.0,4
2,61,2014,2,145469,2,3.5,1.6,9
2,61,2018,2,56471,2,3.5,2.0,5
2,60,2017,2,21613,1,3.75,1.0,6
2,55,2017,2,10050,1,4.41,1.0,6
2,61,2017,2,60483,1,3.83,1.0,6
2,30,2017,2,27328,1,4.25,1.0,6
2,60,2016,2,44169,1,3.58,1.0,7
2,60,2017,2,36467,1,3.58,1.0,6
2,60,2014,2,52588,2,3.08,1.5,9
2,92,2015,2,89070,1,4.08,1.2,8
2,34,2016,2,76982,2,3.41,1.5,7
2,55,2017,2,15065,1,4.41,1.0,6
2,61,2015,2,69663,2,3.17,1.5,8
2,55,2017,2,15489,1,4.41,1.0,6
2,99,2019,2,15032,1,6.0,1.5,4
2,55,2017,2,37431,1,4.41,1.0,6
2,61,2017,2,54757,1,3.91,1.0,6
2,99,2017,0,5437,1,6.16,1.5,6
2,77,2017,2,19891,2,3.66,1.5,6
2,99,2018,2,25178,2,3.66,1.5,5
2,55,2017,2,36099,1,4.41,1.0,6
2,60,2017,2,39348,1,3.66,1.1,6
2,61,2019,2,11035,1,3.91,1.0,4
2,93,2018,2,33965,1,4.08,1.2,5
2,61,2017,2,28813,2,3.17,1.5,6
2,34,2017,2,38142,1,4.25,1.0,6
2,60,2015,2,34293,1,4.33,1.2,8
2,61,2017,0,30846,1,5.08,1.5,6
2,61,2019,2,20918,1,3.91,1.0,4
2,61,2016,2,21565,1,5.67,2.0,7
2,60,2014,2,94436,1,4.33,1.2,9
2,61,2019,0,5793,1,5.5,1.0,4
2,60,2013,2,42969,1,4.33,1.2,10
2,60,2015,2,22472,1,3.58,1.0,8
2,60,2019,2,23209,1,4.25,1.1,4
2,99,2017,2,39248,2,3.66,1.5,6
2,60,2017,2,51561,1,4.33,1.2,6
2,60,2017,2,38611,1,3.75,1.0,6
2,60,2017,2,37161,1,4.33,1.2,6
2,110,2017,2,94672,1,4.83,1.5,6
2,60,2017,2,12974,1,3.58,1.0,6
2,60,2018,2,11756,1,3.58,1.0,5
2,117,2020,2,8043,1,4.67,1.0,3
2,55,2017,2,44783,2,3.66,1.5,6
2,60,2017,2,13787,1,4.91,1.6,6
2,61,2019,2,14179,1,3.91,1.0,4
2,60,2017,2,26146,1,3.58,1.0,6
2,61,2020,0,8043,1,4.58,1.0,3
2,60,2018,2,54820,1,3.66,1.1,5
2,99,2016,2,52139,2,4.33,2.0,7
2,61,2018,2,14799,2,3.5,2.0,5
2,99,2017,2,33070,2,3.66,1.5,6
2,73,2019,2,4385,2,4.25,2.0,4
2,60,2019,2,5468,1,3.99,1.0,4
2,61,2019,0,4805,1,4.58,1.0,4
2,60,2017,1,8061,1,4.33,1.0,6
2,56,2017,0,30271,2,4.91,2.0,6
2,60,2019,2,11244,1,4.83,1.1,4
2,60,2016,2,62352,1,3.58,1.0,7
2,61,2019,2,10220,1,3.91,1.0,4
2,61,2018,2,19275,1,5.67,2.0,5
2,99,2017,0,25688,2,4.33,2.0,6
2,60,2018,2,53294,1,3.58,1.0,5
2,55,2017,2,82076,2,3.66,1.5,6
2,60,2017,2,49553,1,3.66,1.1,6
2,60,2018,2,28758,1,3.66,1.1,5
2,60,2018,2,15036,1,3.58,1.0,5
2,61,2019,2,12853,1,3.91,1.0,4
2,61,2019,2,17699,1,3.91,1.0,4
2,61,2019,2,8028,1,3.91,1.0,4
2,60,2013,2,88904,1,3.58,1.0,10
2,61,2017,2,24534,1,3.83,1.0,6
2,60,2016,2,17870,1,3.58,1.0,7
2,61,2018,2,19312,1,5.67,2.0,5
2,61,2014,2,50015,1,3.99,1.0,9
2,60,2016,2,23391,1,3.58,1.0,7
2,61,2015,2,77248,2,3.17,1.5,8
2,60,2013,2,52219,1,3.58,1.0,10
2,61,2017,2,57117,2,3.17,1.5,6
2,30,2014,2,67793,1,4.99,1.4,9
2,61,2017,2,33773,1,4.08,1.0,6
2,60,2017,2,41601,1,3.75,1.0,6
2,77,2017,2,28667,2,3.66,1.5,6
2,60,2017,2,61154,1,3.58,1.0,6
2,61,2016,2,66617,2,3.17,1.5,7
2,55,2016,2,64373,2,3.66,1.5,7
2,60,2018,2,49889,2,2.66,1.5,5
2,60,2018,2,40333,1,3.58,1.0,5
2,77,2016,1,39448,2,3.99,1.5,7
2,61,2018,2,21936,1,3.91,1.0,5
2,99,2019,2,4457,1,6.0,1.5,4
2,60,2014,2,43812,2,3.08,1.5,9
2,60,2018,2,30331,1,3.58,1.0,5
2,93,2017,2,69171,1,4.08,1.2,6
2,60,2018,2,14886,1,3.58,1.0,5
2,60,2017,2,13297,1,3.58,1.0,6
2,99,2017,2,54709,2,3.91,2.0,6
2,61,2016,1,109005,2,3.66,2.0,7
2,61,2019,2,12857,1,3.91,1.0,4
2,61,2015,2,44184,2,3.17,1.5,8
2,61,2017,2,17775,1,3.91,1.0,6
2,92,2013,2,49287,1,4.08,1.2,10
2,60,2014,2,37417,1,3.58,1.0,9
2,60,2018,2,25041,1,3.66,1.1,5
2,61,2017,2,50528,1,4.58,1.5,6
2,99,2016,2,130890,2,3.91,2.0,7
2,60,2016,2,16859,1,3.58,1.0,7
2,78,2016,0,72787,2,4.16,1.5,7
2,60,2017,2,27184,1,3.58,1.0,6
2,60,2017,2,32204,1,3.75,1.0,6
2,30,2016,2,63848,1,4.16,1.0,7
2,92,2016,2,9913,1,4.08,1.2,7
2,60,2018,2,19395,1,3.58,1.0,5
2,60,2013,1,61951,1,4.91,1.6,10
2,60,2018,2,30392,1,3.75,1.0,5
2,99,2018,2,15546,1,6.0,1.5,5
2,60,2017,2,28443,1,3.58,1.0,6
2,93,2017,2,15427,1,4.08,1.2,6
2,60,2018,2,15872,1,3.58,1.0,5
2,111,2017,1,37302,1,10.01,5.0,6
2,30,2013,2,118003,2,3.41,1.5,10
2,60,2017,2,23198,1,3.58,1.0,6
2,60,2017,2,33145,1,4.91,1.6,6
2,60,2018,2,11595,1,3.58,1.0,5
2,61,2017,2,48835,2,3.33,2.0,6
2,55,2018,2,18827,1,4.33,1.0,5
2,55,2019,1,9598,1,5.33,1.0,4
2,60,2018,2,44947,1,3.58,1.0,5
2,110,2016,1,61344,2,3.99,2.0,7
2,60,2018,2,12832,1,5.84,1.5,5
2,93,2017,2,27213,1,4.08,1.2,6
2,60,2017,2,42476,1,3.58,1.0,6
2,93,2017,2,25960,1,4.08,1.2,6
2,60,2017,2,27230,1,4.33,1.2,6
2,60,2018,2,32896,1,3.58,1.0,5
2,93,2018,2,22062,1,4.33,1.2,5
2,56,2018,0,22067,2,4.91,2.0,5
2,61,2017,2,13256,1,5.67,2.0,6
2,61,2015,1,54429,1,5.25,1.6,8
2,61,2017,2,27699,2,3.17,1.5,6
2,60,2018,2,23493,1,3.99,1.0,5
2,60,2014,2,68741,1,3.58,1.0,9
2,99,2019,1,12168,2,6.32,2.0,4
2,60,2019,2,6440,1,3.99,1.0,4
2,60,2013,2,62238,1,4.33,1.2,10
2,60,2018,2,15036,1,3.58,1.0,5
2,99,2019,0,19281,2,6.08,2.0,4
2,61,2019,2,11015,1,5.08,1.5,4
2,60,2014,2,21718,1,3.58,1.0,9
2,61,2018,2,82394,2,3.17,1.5,5
2,61,2017,2,31124,2,3.17,1.5,6
2,60,2014,2,38023,1,3.58,1.0,9
2,30,2017,2,31768,1,4.25,1.0,6
2,60,2015,2,40439,1,4.33,1.2,8
2,60,2017,2,14725,1,3.58,1.0,6
2,60,2013,2,67857,1,3.58,1.0,10
2,99,2017,2,38624,2,4.33,2.0,6
2,60,2016,2,16019,1,4.33,1.2,7
2,60,2017,2,26975,1,4.91,1.6,6
2,34,2015,2,47039,2,3.83,1.6,8
2,61,2018,0,8478,2,3.5,1.5,5
2,60,2016,2,51827,1,3.75,1.0,7
2,99,2018,2,10405,1,5.16,1.5,5
2,60,2019,2,8,1,4.83,1.1,4
2,60,2015,2,69750,1,3.58,1.0,8
2,99,2017,0,7522,1,6.16,1.5,6
2,61,2018,2,21642,1,4.58,1.5,5
2,61,2017,2,47153,2,3.17,1.5,6
2,61,2019,2,160,1,3.91,1.0,4
2,60,2019,2,17702,1,4.25,1.0,4
2,60,2019,2,160,1,4.25,1.0,4
2,73,2016,2,39068,2,4.16,2.0,7
2,60,2013,2,51379,1,4.33,1.2,10
2,60,2015,2,23749,1,4.25,1.0,8
2,60,2014,2,94456,1,4.33,1.2,9
2,60,2016,2,39098,1,3.58,1.0,7
2,60,2017,2,21122,1,4.33,1.2,6
2,93,2018,2,35426,1,4.08,1.2,5
2,93,2018,2,28935,1,4.33,1.2,5
2,77,2017,2,28177,1,4.33,1.0,6
2,60,2016,2,58579,1,3.58,1.0,7
2,93,2018,2,55594,1,4.08,1.2,5
2,60,2014,2,58917,1,3.58,1.0,9
2,60,2017,2,12023,1,3.58,1.0,6
2,93,2018,2,14023,1,4.33,1.2,5
2,60,2016,2,33844,1,3.58,1.0,7
2,60,2016,2,43428,1,4.33,1.2,7
2,60,2014,2,107334,1,4.33,1.2,9
2,60,2017,2,10512,1,3.58,1.0,6
2,60,2016,2,16693,1,3.58,1.0,7
2,61,2019,2,241,1,3.91,1.0,4
2,111,2017,1,15306,1,10.01,5.0,6
2,60,2015,2,69214,1,3.58,1.0,8
2,34,2013,2,152605,1,4.25,1.0,10
2,61,2015,2,77098,2,3.17,1.5,8
2,60,2019,2,6521,1,3.91,1.0,4
2,60,2019,2,9656,1,4.16,1.0,4
2,60,2019,2,70,1,3.99,1.0,4
2,30,2016,1,56204,1,5.33,1.6,7
2,60,2017,2,40526,1,3.75,1.0,6
2,34,2014,2,88069,2,3.75,1.6,9
2,60,2013,2,58401,1,3.58,1.0,10
2,99,2017,2,48772,1,5.16,1.5,6
2,60,2018,2,20118,1,3.99,1.0,5
2,30,2018,2,78263,2,4.99,1.4,5
2,93,2019,2,22991,1,4.91,1.2,4
2,60,2015,2,58943,1,3.58,1.0,8
2,61,2014,2,56545,2,3.5,1.6,9
2,93,2018,2,6599,1,4.08,1.2,5
2,61,2018,2,33385,1,3.91,1.0,5
2,99,2018,2,25628,1,5.16,1.5,5
2,60,2018,2,27481,1,3.58,1.0,5
2,93,2018,2,19809,1,4.33,1.2,5
2,60,2018,2,29664,1,3.75,1.0,5
2,99,2019,2,17702,2,4.91,2.0,4
2,93,2017,2,17364,1,4.08,1.2,6
2,61,2019,2,8542,1,3.91,1.0,4
2,60,2013,2,70130,1,4.33,1.2,10
2,111,2018,1,8149,1,10.01,5.0,5
2,60,2016,2,59421,1,3.58,1.0,7
2,61,2018,2,17102,1,3.83,1.0,5
2,60,2016,2,38870,1,3.58,1.0,7
2,60,2013,2,64146,1,3.58,1.0,10
2,60,2015,2,28092,1,4.33,1.2,8
2,60,2018,2,11387,1,3.99,1.0,5
2,60,2017,2,66042,1,3.58,1.0,6
2,60,2017,2,35859,1,4.33,1.2,6
2,60,2019,2,16069,1,3.99,1.0,4
2,61,2018,2,22422,1,5.67,2.0,5
2,60,2016,2,31113,1,3.58,1.0,7
2,99,2015,2,85877,2,3.91,2.0,8
2,60,2014,2,75993,1,3.58,1.0,9
2,99,2017,2,33566,2,4.33,2.0,6
2,60,2017,2,35279,1,4.33,1.2,6
2,55,2017,2,47980,1,4.5,1.0,6
2,61,2015,2,102402,2,3.5,1.6,8
2,60,2014,2,71836,1,4.33,1.2,9
2,60,2016,2,45996,2,3.0,1.5,7
2,60,2017,2,46870,2,2.66,1.5,6
2,61,2019,2,29032,1,3.91,1.0,4
2,60,2016,2,56429,1,3.58,1.0,7
2,92,2014,2,21394,1,4.08,1.2,9
2,162,2017,2,82481,2,5.25,2.0,6
2,60,2018,2,19762,1,4.25,1.1,5
2,73,2016,2,34993,2,4.16,2.0,7
2,99,2015,0,51363,1,6.16,1.5,8
2,60,2018,2,26661,1,4.25,1.1,5
2,60,2017,2,24611,1,3.75,1.0,6
2,60,2017,2,19751,1,3.75,1.0,6
2,61,2019,2,17490,1,3.99,1.0,4
2,73,2016,2,31230,2,4.16,2.0,7
2,77,2017,2,18769,2,3.66,1.5,6
2,61,2017,2,38105,1,5.67,2.0,6
2,61,2019,2,13949,1,3.91,1.0,4
2,56,2017,1,32825,2,4.83,2.0,6
2,61,2014,2,113593,1,4.16,1.0,9
2,99,2018,1,28968,2,3.99,1.5,5
2,55,2017,2,11994,1,4.5,1.0,6
2,60,2017,2,38624,1,3.58,1.0,6
2,99,2019,1,86622,2,5.57,2.0,4
2,135,2018,2,51622,2,4.16,2.0,5
2,99,2018,2,23784,1,5.16,1.5,5
2,61,2019,0,9573,2,3.17,1.5,4
2,99,2015,2,52374,2,4.33,2.0,8
2,34,2017,2,32067,1,4.25,1.0,6
2,60,2017,1,43666,1,4.08,1.0,6
2,110,2015,2,117798,2,3.41,2.0,8
2,61,2016,2,48848,2,3.17,1.5,7
2,73,2018,1,67856,2,4.5,2.0,5
2,162,2019,2,34647,2,7.24,2.0,4
2,61,2018,1,5483,1,4.58,1.0,5
2,34,2018,2,24650,1,4.25,1.0,5
2,61,2019,2,16093,1,3.91,1.0,4
2,61,2017,2,26631,1,3.83,1.0,6
2,60,2015,2,73767,1,4.33,1.2,8
2,99,2019,2,6084,1,6.0,1.5,4
2,60,2018,2,29748,1,3.58,1.0,5
2,60,2018,2,39602,1,3.58,1.0,5
2,60,2014,2,76071,1,4.33,1.2,9
2,60,2016,2,68316,1,4.33,1.2,7
2,34,2017,2,114037,1,4.25,1.0,6
2,56,2019,1,16576,2,6.32,2.0,4
2,92,2016,2,36279,1,4.08,1.2,7
